ref:mise,fuel:diesel,fuel:octane_101,fuel:octane_100,fuel:octane_98,fuel:octane_95,fuel:cng,fuel:lpg,operator,brand,lat,lon
6951,yes,,,,yes,,,Luchini Andrea,Total Erg,43.06192,12.29601
44371,yes,,,,yes,,yes,Olivi S.P.A.,,42.98025,12.41549
45105,,,,,,,,Gi. e R. S.A.S. di Scargetta Mirko,Q8,42.98735,12.418
16491,,,,,,,,Montagnoli Bigonzoni Sonia,Total Erg,42.99724,12.38395
11055,,,,,,,,Boco Massimiliano,Api-Ip,42.98135,12.41624
46215,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,42.95124,12.70804
9488,yes,,,,yes,yes,yes,Abaenergy S.R.L.,Natural Gas,42.97721,12.8397
20280,yes,,,,yes,,,Altobelli Maria Rita,Total Erg,43.03152,12.89342
33595,yes,,,,yes,,,Bocci Luigi,Esso,42.98046,12.73672
4683,yes,,,,yes,,yes,Nuova Sidap S.R.L.,Esso,42.91322,12.72864
22102,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.95681,12.70948
24511,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.96747,12.69377
44513,yes,,,,yes,yes,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,42.97105,12.67515
35902,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.92649,12.7279
37859,yes,,,,yes,yes,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,42.92506,12.72847
9358,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,42.97315,12.691
9354,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,42.93411,12.71924
37864,,,,,,yes,,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,42.97574,12.71401
34748,,,,,,,,Pit Stop Station di Chiara Forcina S.A.S.,Agip Eni,42.96453,12.69753
44494,,,,,,yes,,C. & C. Costruttori Dal 1870 S.R.L.,Q8,42.96379,12.68676
17398,yes,,yes,,yes,,,Self Center 2000 di Falcinelli Luca e Lanari C. S.N.C.,Agip Eni,42.95903,12.69065
44741,yes,,,,yes,,,Sce.Do. di Donati Marco,Esso,42.94111,12.71645
14252,yes,,yes,,yes,,,Mesca Attilio,Agip Eni,42.92404,12.72702
35323,yes,,,,yes,,,Stazione Servizio Crocchianti Mauro e Patarini Claudio S.N.C.,Esso,42.96149,12.70007
34884,yes,,,,yes,,,2 M di Proietti Moreno,Q8,42.9638,12.68675
16520,,,,,,,,"Sce.Do. di Donati, Scerna & C. S.A.S.",Esso,42.94107,12.71648
25578,yes,,,,yes,,,Giuliani Arcangelo e Maria Assunta S.N.C.,,42.97721,12.83971
15377,,,,,,,,Cacciamani Giovanni,Agip Eni,42.95124,12.70802
4912,yes,,,,yes,,yes,Guglielmi Giulio,Api-Ip,42.97659,12.7177
43859,yes,,,,yes,,,Benedetti Carburanti S.N.C. di Benedetti Giovanni & C.,Tamoil,42.94469,12.68859
43858,yes,,,,yes,,,Benedetti Carburanti S.N.C. di Benedetti Giovanni & C.,Tamoil,43.0042,12.7392
29807,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.95761,12.7095
7709,,,,,,,,Spogli Fausto & Calamusa Emanuela S.N.C.,Agip Eni,43.28808,12.74899
23793,,,,,,,,Gsa Service S.R.L.,,42.85282,12.37298
47111,yes,,,,yes,,yes,Area 34 S.R.L.,,42.86188,12.59793
16191,yes,,,,yes,,,Centro Satellite di Ballanti Enzo,Total Erg,42.87714,12.52021
44087,yes,,,,yes,,yes,Forini S.P.A.,,42.92274,12.50348
35307,yes,,,,yes,,,Stazione di Rifornimento Ip di Rufini Alessio,Api-Ip,42.86564,12.47453
34226,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,43.23588,12.77624
25055,yes,,,,yes,,,Commerciale Tadina S.R.L.,CONAD,43.23452,12.76579
11147,yes,,,,yes,yes,,Enerpetroli S.R.L.,Esso,43.21427,12.78646
37038,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.22277,12.78547
33431,yes,,yes,,yes,,,Archema S.R.L.,Q8,43.17741,12.77775
46483,yes,,,,yes,,,Green Ride Share S.R.L.,,43.21185,12.78466
34807,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.23198,12.7508
32021,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.252,12.76642
12990,,,,,,yes,,Gualdo Tadino Metano S.N.C.di Ercoli Nicki & C.,Agip Eni,43.2569,12.75719
34468,yes,,,,yes,,,Gubbiotti Giovanni,Agip Eni,43.2349,12.77715
14667,yes,,,,yes,,yes,S.A.C.A.T. - Società Autonoma Carburanti Ed Affini Ternana S.R.L.,Sacat,43.25264,12.76095
44191,,,,,,,,Cardoni Auto di Cardoni Alessandro,Api-Ip,43.35027,12.57788
39117,,,,,,,,Cipriano Giorgio e C. S.N.C.,Esso,43.31215,12.57542
29803,,,,,,,,R.B. S.N.C. di Biagiotti e Rosetti e C.,Esso,43.34399,12.5758
21224,yes,,,,yes,,,Mafi S.N.C. di Fiorucci Giacinto & Mangoni Luciano,Esso,43.35649,12.56275
43238,,,,,,,,Forini S.P.A.,,43.34116,12.4206
23339,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.34662,12.588
24887,yes,,,,yes,,,Magio S.R.L.,Api-Ip,43.27301,12.68065
4776,yes,,,,yes,,,Automigliorgas S.R.L.,Api-Ip,43.24822,12.55569
34310,,,,,,,,Leloil - Società a Responsabilità Limitata,,43.31121,12.63217
39273,,,,,,yes,,Metano Service di Fiorucci Diego,Natural Gas,43.36308,12.54619
8540,yes,,,,yes,,,Pascolini & Barbi S.A.S. di Pascolini Marcello e C.,Agip Eni,43.36234,12.55114
5252,yes,,,,yes,,yes,Premier S.R.L.,Api-Ip,43.34802,12.56146
41032,yes,,,,yes,,,S.E.P. - Società Eugubina Petroli S.R.L.,SEP,43.35309,12.56126
31822,yes,,yes,,yes,,,Minelli Oil di Minelli Giuseppe,Q8,43.31668,12.62041
4898,yes,,,,yes,,yes,Procacci Giuseppe di Procacci Fortunata,Api-Ip,43.3764,12.51149
40488,,,,,,,,Provvedi Sandro,Tamoil,43.4245,12.59935
19957,,,,,,,,Della Modesta Ivo,Total Erg,43.35024,12.57803
34823,,,,,,,,Barzoni Mario,,43.07135,12.24054
40399,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.12053,12.20155
21475,,,,,,,,Mencaroni Mario,Esso,43.12054,12.20152
46701,yes,,,,yes,yes,yes,Uruci Saimir,Api-Ip,43.13746,12.24394
32020,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.11192,12.18109
26758,yes,,,,yes,yes,yes,Olivi S.P.A.,,43.05541,12.26123
31571,yes,,yes,,yes,,,Carlani Silvia,Agip Eni,43.14453,12.21498
23073,,,,,,,,Carlucci Group S.R.L.,Total Erg,43.13745,12.24392
7600,yes,,yes,,yes,,,Terradura Carburanti S.A.S. di Brozzi Sergio & C.,Agip Eni,43.14408,12.21662
8557,yes,,yes,,yes,,,Berardi Maria Pia,Agip Eni,42.91188,12.33876
32702,yes,,,,yes,,yes,Giontella S.R.L,,42.91374,12.34902
37252,,,,,,,,Federici Antonio,Api-Ip,42.95802,12.3208
27278,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.90365,12.3452
43096,yes,,,,yes,,,Moretti S.N.C. di Moretti Marsilia e C.,,42.92914,12.35447
32025,,,,,,,,Victoria Carburanti Società a Responsabilità Limitata,,42.92878,12.35445
46514,yes,,,,yes,,,Prestige S.A.S. di Bakr Mohamed Sobhy Mohamed e C.,Api-Ip,42.91346,12.33726
15315,,,,,,,,Rubeca Mario,,42.91736,12.33764
19252,,,,,,,,Babucci Antonio,Api-Ip,42.91209,12.33719
47415,,,,,,,,Synergy S.R.L.,,42.77409,12.52576
46410,yes,,,,yes,,,Daniele Maschiella Service,Api-Ip,42.76204,12.52517
21822,,,,,,,,Saveri Damiano,Api-Ip,42.77408,12.52576
25795,,,,,,,,Stramag S.R.L.,Api-Ip,42.88186,12.58102
45724,yes,,,,yes,,,Fedap S.A.S.di Mochetti P. & C.,Tamoil,42.8852,12.64885
23893,yes,,,,yes,,,Cfc Oil S.R.L.,,42.90015,12.64225
45378,,,,,,,,Pit Stop Di Antonio D'Aria,Api-Ip,42.8819,12.58091
42043,,,,,,,,Rosati Giulio,,42.64812,12.95616
38260,yes,,,,yes,,,La Stacchio Società a Responsabilità Limitata Semplificata,,43.36263,12.32401
11231,,,,,,,,Bontempi Rita,Api-Ip,43.11354,12.78819
11243,yes,,,,yes,,,Marconi Stefano,Agip Eni,43.10331,12.77906
17931,yes,,,,yes,,,Brandimarte Giovan Battista,Api-Ip,42.78966,13.09505
36544,yes,,,,yes,,,Bramont S.R.L.,Esso,42.78728,13.09627
35371,,,,,,,,Camillo Umberto Michele,Api-Ip,42.79575,13.09087
6216,yes,,yes,,yes,,,Torroni Maurizio,Agip Eni,43.00285,12.14499
39099,,,,,,,,Oliveto Oil Wash And Bar S.N.C. di Giovanni Gargagli e Carlo Sorbaioli,Agip Eni,43.19237,12.12697
32112,yes,,,,yes,yes,yes,Uruci Saimir,Retitalia,43.1856,12.15436
18191,,,,,,,,Cortonese S.A.S. di Dominicis Fabio & C.,Agip Eni,43.10618,12.37081
27432,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,43.10399,12.3821
27825,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,43.11893,12.40101
39516,yes,,,,yes,,,Uruci Saimir,Aquila,43.07231,12.31968
20557,,,,,,,,D'Agostino Vincenzo,Aquila,43.09512,12.39818
45770,,,,,,,,D & D Carburanti S.N.C. Di De Stefano Cristian E D'Agostino Vincenzo,Aquila,43.09512,12.39819
8099,yes,,,,yes,yes,,Eurogas 2000 S.N.C. di Mirco e Moreno Settesoldi,,43.03758,12.41455
38397,yes,,,,yes,,,Car Food S.R.L.,Esso,43.08754,12.46469
16007,,,,,,,,Bagagli Mauro,Total Erg,43.08079,12.43679
30859,yes,,,,yes,,,Bisdomini S.N.C. di Bisdomini Diego & C.,Api-Ip,43.12936,12.36319
8002,,,,,,,,Cecchini Luca & C. S.N.C.,Agip Eni,43.09117,12.36918
39342,yes,,,,yes,,,Baccarelli Nazareno S.A.S. di Leonardo Baccarelli,,43.08806,12.46747
31310,yes,,,,yes,,,Peco Carburanti S.R.L.,CONAD,43.11684,12.44868
34257,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.06425,12.3109
34033,,,,,,,,Enerpetroli S.R.L.,Enerpetroli,43.11713,12.38088
11135,yes,,,,yes,,yes,Enerpetroli S.R.L.,Esso,43.03174,12.21428
34341,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.09897,12.3845
34258,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.10609,12.36076
38163,yes,,,,yes,,,Enerpetroli S.R.L.,Esso,43.17396,12.4301
15915,,,,,,,,Fiorucci F.Lli Mario e Remo S.N.C.,Agip Eni,43.10355,12.38363
37437,yes,,yes,,yes,,,Oasi Verde S.A.S. di Luconi Gianni,Agip Eni,43.09124,12.43894
42664,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,Esso,43.11884,12.37182
15493,yes,,,,yes,,,Fabbri & Figli S.N.C. di Fabbri Palmiero,Api-Ip,43.0894,12.44595
6242,,,,,,,,Fatigoni S.N.C.di Fatigoni Claudio e Carlo,Api-Ip,43.07579,12.42021
46983,yes,,,,yes,,,Ercolanelli Francesco,Api-Ip,43.11239,12.37801
44599,yes,,,,yes,,,Ganelio Fs di Calzoni Federico,Aquila,43.02169,12.36007
9356,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,43.13242,12.4442
9359,yes,,,,yes,,,"I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi",ICM,43.09201,12.32147
25865,yes,,,,yes,,,Corradini Gabriele,Api-Ip,43.16596,12.50086
37951,yes,,,,yes,,,Route 45 S.R.L.,Api-Ip,43.08615,12.43809
46153,yes,,,,yes,,yes,Car Food S.R.L.,Api-Ip,43.10157,12.35804
4773,yes,,,,yes,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.09391,12.36619
47334,yes,,,,yes,,,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Api-Ip,43.19812,12.4282
46101,yes,,,,yes,,,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Api-Ip,43.10894,12.4665
37628,yes,,,,yes,yes,yes,Automigliorgas S.R.L.,Api-Ip,43.07527,12.42946
44394,,,,,,,,Distributore Ip di Malinconico Luigi,Api-Ip,43.10215,12.36838
45565,yes,,,,yes,yes,yes,T.M. Carburanti S.N.C. di Todini Roberto e Marinelli Alessio,Api-Ip,43.12887,12.42241
43861,yes,,,,yes,,yes,Effegi S.N.C. di Francesco Marracci e Gabriele Porzi,Api-Ip,43.08034,12.32849
19737,,,,,,,,M.F. S.N.C. di Moretti & Filippucci,Total Erg,43.08752,12.43129
45190,,,,,,,,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Api-Ip,43.0586,12.40528
14326,yes,,,,yes,,,Marcarelli Pietro,Total Erg,43.0794,12.335
36680,,,,,,,,Non Solo Caffe' di Marco Bellucci,Total Erg,43.12477,12.39755
43952,,,,,,yes,,Metano Perugia S.N.C. di Sensi Federico & C.,Natural Gas,43.09241,12.35735
41258,yes,,,,yes,,,Oil Italia S.R.L.% Oil Italia Gmbh,Oil Italia,43.14736,12.45328
5730,,,,,,,,Le-ale S.R.L.,,43.12131,12.5142
41187,yes,,,,yes,yes,,Olivi S.P.A.,,43.0876,12.3681
5537,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.08399,12.35654
31039,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.15331,12.48629
33317,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.09562,12.38519
32277,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.04521,12.38157
46760,,,,,,yes,,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,43.09236,12.35734
46759,yes,,,,yes,yes,yes,Centrale Metano Foligno S.R.L. - in sigla C.M.F. - S.R.L.,,43.09278,12.35795
41482,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,Retitalia,43.11835,12.39958
6610,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.07889,12.34816
6604,yes,,,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,43.09928,12.3837
11761,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.10731,12.36975
7142,yes,,,,yes,,,Pippi S.A.S. di Ciuchicchi Stefano & C.,Api-Ip,43.10121,12.39154
40780,yes,,,,yes,,,Simonetti Mario S.R.L.,Simonetti Petroli,43.12111,12.51247
25392,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,43.08624,12.32359
36262,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,43.08268,12.36549
24926,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,43.09793,12.39429
31898,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,43.11763,12.40643
4043,,,,,,,,Emmerre S.A.S. di Rossi Catia e Migani Silvia & C.,Q8,43.10436,12.34065
22333,yes,,,,yes,,,F.F.M. S.R.L.,Q8,43.06632,12.41512
38923,yes,,,,yes,,,D & D Carburanti S.N.C. Di De Stefano Cristian E D'Agostino Vincenzo,,43.10591,12.33467
47264,yes,,,,yes,,,Silca S.R.L.,Api-Ip,43.10213,12.36831
42775,yes,,yes,,yes,,,Sival di Valerio Crocchiolo & C. S.A.S.,Agip Eni,43.02529,12.41299
44863,yes,,,,yes,,,Lgc di Lorenzo Ciurnelli S.A.S.,,43.04371,12.39686
32192,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.1539,12.34236
42310,yes,,,,yes,,,Stazione di Servizio di Aglietti Thomas,Q8,43.14084,12.46314
22857,,,,,,,,Zanganelli Piero S.A.S. di Zanganelli Piero e C.,Api-Ip,43.10842,12.46527
36285,yes,,,,yes,yes,yes,Simonetti Mario S.R.L.,Simonetti Petroli,43.07468,12.42812
40766,yes,,,,yes,,yes,Simonetti Mario S.R.L.,Simonetti Petroli,43.04714,12.40804
12359,,,,,,,,Petrini Luca,Agip Eni,43.07179,12.3443
4910,yes,,,,yes,,,Guglielmi Giulio,Q8,43.08905,12.45569
19495,yes,,,,yes,,,Stazione di Servizio Grifo S.N.C. di Bernasconi Moreno e Bordoni Cristina,Total Erg,43.15955,12.33172
15172,,,,,,,,Lucacci Claudio,Total Erg,43.05453,12.3346
31547,,,,,,,,Bistoni Jacopo,Total Erg,43.19814,12.42822
17568,,,,,,,,S.I.M.E.P. Impianti di Ciaccasassi Massimo,Total Erg,43.19762,12.42828
34861,yes,,,,yes,,,Ceccoli Alessia,Api-Ip,43.03557,12.39691
4745,,,,,,,,Guglielmi Alberto,Agip Eni,43.16482,12.45582
29600,yes,,,,yes,,,Bonelli Benucci Petroli S.R.L.,,42.96838,12.08458
25786,,,,,,,,Gestione Carburanti S.R.L. Società a Responsabilità Limitata a Capitale Ridotto,,43.00491,12.16199
28840,yes,,,,yes,,,Penta Petroli S.R.L.,,42.97937,12.17069
44927,yes,,,,yes,,,Stan Aneta,Aquila,43.0049,12.16196
28365,,,,,,,,Marconi Andrea,,43.44514,12.4356
29552,,,,,,,,Evsei Aurelia,Api-Ip,43.43634,12.43393
42866,,,,,,,,Barafani S.R.L.,Aquila,43.51798,12.21207
27203,yes,,yes,,yes,,,Arcipreti Leonello,Agip Eni,43.54456,12.1792
44354,yes,,,,yes,,,Tuccillo Antonio,Aquila,43.55232,12.17182
29138,,,,,,,yes,Gda Carburanti di De Agazio Giovanni,,43.51293,12.20161
29658,yes,,,,yes,,,Gda Carburanti di De Agazio Giovanni,Total Erg,43.51293,12.20161
30420,,,,,,yes,,Gda Carburanti di De Agazio Giovanni,,43.51293,12.20161
24363,,,,,,,,Stazione di Servizio Ip di Pieracci Massimo,Api-Ip,43.55232,12.17187
34682,,,,,,,,Stazione di Servizio P.R. Gomme di Pecorari Giacinto e Raffanti Andrea S.N.C,Api-Ip,43.51797,12.21206
6896,yes,,,,yes,,yes,Benedetti Andrea,Api-Ip,42.73902,12.83668
18656,,,,,,,,Manuali Alessio,Edra Oil,43.40063,12.6698
22947,,,,,,,,D'Angeli Alessandro,Esso,42.88981,12.91323
35546,,,,,,,,Eutizi Saverio,Total Erg,43.32445,12.74741
34798,yes,,yes,,yes,,,Distribuzione Carburanti Paris Sergio & C. S.N.C.,Agip Eni,42.98703,12.67305
43239,yes,,,,yes,,,Forini S.P.A.,,42.98851,12.66733
17060,,,,,,,,Favetta Roberto & C. - S.N.C.,Api-Ip,42.97698,12.68273
32497,yes,,,,yes,,yes,Bice di Paris Daniele,Api-Ip,43.01617,12.64981
30969,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,42.79429,12.76441
47079,yes,,yes,,yes,,,Area 34 S.R.L.,,42.73465,12.73128
31949,yes,,,,yes,,,Trappetti Paolo,Api-Ip,42.73221,12.67766
14913,yes,,,,yes,yes,yes,Centro Carburanti Flaminia S.N.C. di Piccioni Rita & C.,Tamoil,42.77307,12.76703
16968,yes,,,,yes,,,De Angelis Olindo S.R.L.,De Angelis Carburanti,42.75337,12.72867
11133,yes,,,,yes,,,Enerpetroli S.R.L.,Enerpetroli,42.73934,12.6704
8735,yes,,,,yes,,,F.Lli Venturi di Venturi Adriano e Venturi Gianluca S.N.C.,Esso,42.74884,12.72779
31954,yes,,,,yes,,yes,Nuova Umbria Petroli S.R.L.,Api-Ip,42.75879,12.75662
19317,yes,,,,yes,,,Itala Petroli S.R.L.,Api-Ip,42.75101,12.73034
46908,yes,,,,yes,,,Nuova Umbria Petroli S.R.L.,Api-Ip,42.7456,12.74236
34309,,,,,,,,Leloil - Società a Responsabilità Limitata,,42.62791,12.73085
42577,yes,,,,yes,,,Pit Stop Di Antonio D'Aria,Api-Ip,42.74016,12.73532
30223,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,42.7497,12.74734
7205,yes,,,,yes,,,Pendola Leonardo,Q8,42.61315,12.73527
31020,yes,,,,yes,,yes,T. Petrol S.R.L.,Repsol,42.72037,12.72924
39292,yes,,,,yes,,yes,Segiu S.N.C. di Diac Iulian Ciprian e Ghergut Eusebiu,Api-Ip,42.76525,12.72336
10151,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.73464,12.73134
4685,yes,,,,yes,,yes,Nuova Sidap S.R.L.,Esso,42.79506,12.76311
43483,yes,,,,yes,,yes,Gestione Carburanti - Società in Accomandita Semplice di Marcell O Grassetti,,42.79506,12.7631
32535,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.72429,12.65899
45086,yes,,,,yes,,,Viglietta Maria S.A.S. di Andrea Tattini e C.,Api-Ip,42.72812,12.73535
45224,yes,,,,yes,,,Gestione Carburanti - Società in Accomandita Semplice di Marcell O Grassetti,,42.62789,12.73087
7850,,,,,,,,Distributore Carburanti Cascianelli Ferruccio di Cascianelli Lore Na e C. Società in Nome Collettivo,Agip Eni,42.77383,12.42781
29051,yes,,,,yes,,,Giontella S.R.L,,42.77797,12.40545
35325,yes,,,,yes,,,Stop & Go E45 S.R.L.,Api-Ip,42.77176,12.44766
39426,yes,,,,yes,,yes,Le Gallerie 2 di Cardaioli Moreno & C. S.N.C.,Esso,42.73404,12.47418
30973,,,,,,yes,,Metacom S.A.S. di Aurelio Tabarrini e C.,Agip Eni,42.818,12.40216
21149,yes,,,,yes,,,P.F. Service Società in Accomandita Semplice di Palomba Fabio & C.,Api-Ip,42.86948,12.39406
4441,,,,,,,,Rauseo Gestioni S.A.S. di Rauseo Giuseppe,Api-Ip,42.87918,12.39536
22539,yes,,,,yes,,,Perri Eugenio,,42.75762,12.3093
8374,yes,,,,yes,,,Scassini Nicolo',Api-Ip,42.74547,12.47602
8318,yes,,,,yes,,yes,Galletti Massimiliano,Tamoil,42.734,12.47335
32329,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.81424,12.40546
15782,yes,,,,yes,,,Venturi Giordano,Total Erg,42.77915,12.41461
30991,yes,,,,yes,,,Sigismondi S.A.S. di Sigismondi Carlo e Fausto,Tamoil,43.01656,12.42267
29986,yes,,,,yes,,,Penta Petroli S.R.L.,Esso,43.0231,12.44484
14206,,,,,,,,Cecchetti Francesco,Total Erg,43.0317,12.42755
5011,yes,,,,yes,yes,yes,G.F. Servizi - Società a Responsabilità Limitata,Api-Ip,42.88056,12.7297
28767,yes,,,,yes,,,Nocchi Carla,,42.86984,12.71988
26554,,,,,,,,Pamer Società a Responsabilità Limitata Semplificata,Api-Ip,42.89251,12.73036
43860,yes,,,,yes,,,Benedetti Carburanti S.N.C. di Benedetti Giovanni & C.,Tamoil,42.9045,12.73003
32193,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.87325,12.73849
26780,yes,,,,yes,,,Piccio Bruno,Api-Ip,43.20364,12.07725
16025,,,,,,,,Maccarelli Stefano,Total Erg,43.2028,12.07516
44151,yes,,,,yes,,,Minelli Giampaolo,Api-Ip,43.25704,12.38158
42728,yes,,,,yes,,,Fratta Oil S.A.S. di Cardaioli Moreno & C.,Esso,43.30216,12.33493
19740,yes,,,,yes,,,Mearelli Aurelio,,43.34567,12.22266
34317,yes,,yes,,yes,,,Roselli Pierluigi Carburanti,Agip Eni,43.29986,12.33897
39423,yes,,,,yes,,,Borchiellini Simonetta,Api-Ip,43.33794,12.29635
24085,,,,,,,,Rauseo Managements S.A.S. di Rauseo Giuseppe & C.,Total Erg,43.30554,12.32374
23671,,,,,,yes,,Assingas di Spatoloni e C. S.N.C.,Total Erg,43.29172,12.37384
15276,yes,,,,yes,,yes,Rauseo Managements S.A.S. di Rauseo Giuseppe & C.,Total Erg,43.2917,12.37383
7660,yes,,,,yes,,,Oasi Verde S.A.S. di Luconi Gianni,Api-Ip,43.31637,12.33364
8450,yes,,,,yes,,,Bigini Francesco,Agip Eni,43.1602,12.60143
26069,,,,,,,,Picchiarelli Ilenia,,43.0595,12.75425
31318,yes,,,,yes,,yes,Ip Services S.R.L.,Api-Ip,43.74616,10.63385
6561,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.70758,10.61864
31938,yes,,,,yes,,,Battaglia Ilio,,43.75385,10.61915
12004,yes,,,,yes,,,Donati Andrea & Giari Stefano - S.N.C.,Agip Eni,43.72339,10.5138
8273,,,,,,,,Leardo Annamaria,Total Erg,43.72297,10.49727
46262,yes,,,,yes,,,Stazione di Servizio Galletti Alessandro,Beyfin,43.6801,10.5841
5961,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.67456,10.58005
28435,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.68604,10.60671
44719,yes,,,,yes,,,Ala Carburanti S.R.L.,,43.70001,10.62046
36559,yes,,yes,,yes,,,Paolinelli Nicola,Agip Eni,43.66973,10.58932
36986,,,,,,,,Bruno Antonio Giuliano,Api-Ip,43.70001,10.62035
43415,yes,,,,yes,,,Ciesseci S.N.C. di Casalini Stefano e C.,Total Erg,43.58798,10.67307
40238,,,,,,,,Pratelli Carburanti di Pratelli Alberto,,43.58523,10.67628
44461,yes,,,,yes,,,Ala Carburanti S.R.L.,,43.298,10.61229
41052,,,,,,,,Vascelli Fabio,Win,43.298,10.61229
24186,yes,,,,yes,,,Tiber S.R.L.,Total Erg,43.53574,10.61979
6557,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.52448,10.6206
43414,yes,,,,yes,,,Ciesseci S.N.C. di Casalini Stefano e C.,Total Erg,43.60352,10.5704
9233,yes,,,,yes,,,Il Girasole S.R.L.,CONAD,43.58216,10.62921
11764,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.58147,10.62967
15564,yes,,,,yes,,,Papucci Dino,Api-Ip,43.60883,10.61013
12484,yes,,,,yes,,,Acerbi Alessandro,,43.57037,10.59402
42566,yes,,,,yes,,yes,Gi.Bo. Carburanti S.A.S. di Bonci David & C.,Beyfin,43.66758,10.55735
47303,yes,,,,yes,,,Tiber Oil S.R.L.,Agip Eni,43.69277,10.45531
42393,yes,,,,yes,yes,yes,Sirtam S.P.A.,Tamoil,43.68446,10.48028
4686,yes,,,,yes,,yes,Nuova Sidap S.R.L.,Esso,43.68281,10.44853
31417,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.66247,10.54209
7294,yes,,yes,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,43.68358,10.44898
8614,yes,,yes,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,43.66815,10.52451
11768,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.68533,10.49906
30850,yes,,,,yes,,yes,P.S.A. Prestazioni Servizi Automobilistici S.N.C. di Tripepi Nico Daniele e Matteo,Api-Ip,43.63407,10.58691
11762,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,43.6813,10.52227
22438,yes,,yes,,yes,,,Ceccotti Andrea Ditta Individuale,Agip Eni,43.67824,10.53779
10880,,,,,,,,Manzolillo Franco,Agip Eni,43.68332,10.51096
30507,yes,,,,yes,,,Princi Carburanti S.N.C. di Princi Nicola & Marco,Esso,43.68939,10.47471
33900,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,43.67645,10.47532
